Filename	Rice Straw 20C
Instrument name	0550-0170 (192.168.1.100)
Operator	tariq
rundate	9/24/2023
Sample name	Rice Straw 20C
proceduresegments	Select Gas: Gas 1 ; Ramp 20 °C/min to 150.00 °C; Isothermal 1.0 min; Ramp 20 °C/min to 900.00 °C
[step]
Ramp 20 °C/min to 900.00 °C
Time	Temperature	Weight	Weight
min	°C	mg	%
7.40333	149.316	9.135	89.8434
7.40500	149.326	9.135	89.8426
7.40667	149.336	9.135	89.8419
7.40833	149.346	9.135	89.8413
7.41000	149.356	9.135	89.8406
7.41167	149.366	9.135	89.8399
7.41333	149.375	9.135	89.8393
7.41500	149.385	9.134	89.8385
7.41667	149.395	9.134	89.8377
7.41833	149.405	9.134	89.8371
7.42000	149.414	9.134	89.8364
7.42167	149.424	9.134	89.8356
7.42333	149.434	9.134	89.8349
7.42500	149.444	9.134	89.8342
7.42667	149.453	9.134	89.8335
7.42833	149.463	9.134	89.8328
7.43000	149.472	9.134	89.8321
7.43167	149.482	9.134	89.8314
7.43333	149.492	9.134	89.8306
7.43500	149.501	9.134	89.8299
7.43667	149.511	9.133	89.8292
7.43833	149.520	9.133	89.8285
7.44000	149.530	9.133	89.8278
7.44167	149.539	9.133	89.8270
7.44333	149.549	9.133	89.8263
7.44500	149.558	9.133	89.8256
7.44667	149.567	9.133	89.8249
7.44833	149.577	9.133	89.8242
7.45000	149.586	9.133	89.8235
7.45167	149.596	9.133	89.8228
7.45333	149.605	9.133	89.8221
7.45500	149.615	9.133	89.8214
7.45667	149.624	9.133	89.8206
7.45833	149.633	9.133	89.8199
7.46000	149.643	9.132	89.8192
7.46167	149.652	9.132	89.8185
7.46333	149.662	9.132	89.8178
7.46500	149.671	9.132	89.8171
7.46667	149.680	9.132	89.8165
7.46833	149.690	9.132	89.8158
7.47000	149.699	9.132	89.8149
7.47167	149.708	9.132	89.8141
7.47333	149.718	9.132	89.8135
7.47500	149.727	9.132	89.8129
7.47667	149.736	9.132	89.8121
7.47833	149.746	9.132	89.8113
7.48000	149.755	9.132	89.8107
7.48167	149.765	9.132	89.8101
7.48333	149.774	9.131	89.8093
7.48500	149.783	9.131	89.8086
7.48667	149.793	9.131	89.8080
7.48833	149.802	9.131	89.8073
7.49000	149.811	9.131	89.8065
7.49167	149.821	9.131	89.8058
7.49333	149.830	9.131	89.8052
7.49500	149.840	9.131	89.8045
7.49667	149.849	9.131	89.8039
7.49833	149.859	9.131	89.8033
7.50000	149.868	9.131	89.8027
7.50167	149.878	9.131	89.8020
7.50333	149.887	9.131	89.8012
7.50500	149.896	9.131	89.8004
7.50667	149.906	9.131	89.7999
7.50833	149.915	9.130	89.7993
7.51000	149.925	9.130	89.7986
7.51167	149.935	9.130	89.7977
7.51333	149.944	9.130	89.7971
7.51500	149.954	9.130	89.7967
7.51667	149.963	9.130	89.7961
7.51833	149.973	9.130	89.7952
7.52000	149.983	9.130	89.7945
7.52167	149.992	9.130	89.7938
7.52333	150.002	9.130	89.7931
7.52500	150.012	9.130	89.7924
7.52667	150.021	9.130	89.7916
7.52833	150.031	9.130	89.7908
7.53000	150.041	9.130	89.7903
7.53167	150.051	9.129	89.7898
7.53333	150.060	9.129	89.7890
7.53500	150.070	9.129	89.7884
7.53667	150.080	9.129	89.7879
7.53833	150.090	9.129	89.7871
7.54000	150.100	9.129	89.7864
7.54167	150.110	9.129	89.7858
7.54333	150.120	9.129	89.7852
7.54500	150.130	9.129	89.7845
7.54667	150.140	9.129	89.7839
7.54833	150.150	9.129	89.7832
7.55000	150.160	9.129	89.7825
7.55167	150.170	9.129	89.7819
7.55333	150.180	9.129	89.7812
7.55500	150.190	9.129	89.7806
7.55667	150.201	9.128	89.7800
7.55833	150.211	9.128	89.7792
7.56000	150.221	9.128	89.7786
7.56167	150.231	9.128	89.7781
7.56333	150.242	9.128	89.7775
7.56500	150.252	9.128	89.7769
7.56667	150.262	9.128	89.7762
7.56833	150.273	9.128	89.7754
7.57000	150.283	9.128	89.7748
7.57167	150.294	9.128	89.7743
7.57333	150.305	9.128	89.7735
7.57500	150.315	9.128	89.7726
7.57667	150.326	9.128	89.7721
7.57833	150.336	9.128	89.7717
7.58000	150.347	9.128	89.7710
7.58167	150.358	9.127	89.7701
7.58333	150.369	9.127	89.7694
7.58500	150.380	9.127	89.7688
7.58667	150.391	9.127	89.7683
7.58833	150.401	9.127	89.7677
7.59000	150.412	9.127	89.7668
7.59167	150.424	9.127	89.7662
7.59333	150.435	9.127	89.7657
7.59500	150.446	9.127	89.7651
7.59667	150.457	9.127	89.7643
7.59833	150.468	9.127	89.7637
7.60000	150.479	9.127	89.7632
7.60167	150.491	9.127	89.7624
7.60333	150.502	9.127	89.7616
7.60500	150.513	9.127	89.7611
7.60667	150.525	9.127	89.7605
7.60833	150.536	9.126	89.7599
7.61000	150.548	9.126	89.7593
7.61167	150.560	9.126	89.7586
7.61333	150.571	9.126	89.7582
7.61500	150.583	9.126	89.7577
7.61667	150.595	9.126	89.7564
7.61833	150.606	9.126	89.7561
7.62000	150.618	9.126	89.7556
7.62167	150.630	9.126	89.7511
7.62333	150.642	9.126	89.7506
7.62500	150.654	9.125	89.7505
7.62667	150.666	9.125	89.7494
7.62833	150.678	9.125	89.7487
7.63000	150.691	9.125	89.7482
7.63167	150.703	9.125	89.7454
7.63333	150.715	9.125	89.7446
7.63500	150.727	9.125	89.7445
7.63667	150.740	9.125	89.7438
7.63833	150.752	9.124	89.7383
7.64000	150.765	9.124	89.7381
7.64167	150.777	9.124	89.7376
7.64333	150.790	9.124	89.7366
7.64500	150.803	9.124	89.7365
7.64667	150.815	9.124	89.7361
7.64833	150.828	9.124	89.7338
7.65000	150.841	9.124	89.7333
7.65167	150.854	9.124	89.7332
7.65333	150.867	9.124	89.7325
7.65500	150.880	9.124	89.7317
7.65667	150.893	9.124	89.7313
7.65833	150.906	9.123	89.7307
7.66000	150.919	9.123	89.7300
7.66167	150.933	9.123	89.7296
7.66333	150.946	9.123	89.7292
7.66500	150.959	9.123	89.7287
7.66667	150.973	9.123	89.7281
7.66833	150.986	9.123	89.7274
7.67000	151.000	9.123	89.7268
7.67167	151.014	9.123	89.7264
7.67333	151.027	9.123	89.7259
7.67500	151.041	9.123	89.7252
7.67667	151.055	9.123	89.7248
7.67833	151.069	9.123	89.7244
7.68000	151.083	9.123	89.7237
7.68167	151.097	9.123	89.7231
7.68333	151.111	9.123	89.7225
7.68500	151.125	9.123	89.7220
7.68667	151.139	9.123	89.7217
7.68833	151.154	9.123	89.7211
7.69000	151.168	9.122	89.7204
7.69167	151.182	9.122	89.7197
7.69333	151.197	9.122	89.7192
7.69500	151.211	9.122	89.7188
7.69667	151.226	9.122	89.7184
7.69833	151.241	9.122	89.7179
7.70000	151.256	9.122	89.7173
7.70167	151.270	9.122	89.7166
7.70333	151.285	9.122	89.7160
7.70500	151.300	9.122	89.7155
7.70667	151.315	9.122	89.7150
7.70833	151.330	9.122	89.7146
7.71000	151.346	9.122	89.7141
7.71167	151.361	9.122	89.7136
7.71333	151.376	9.122	89.7129
7.71500	151.391	9.122	89.7123
7.71667	151.407	9.122	89.7118
7.71833	151.422	9.122	89.7113
7.72000	151.438	9.121	89.7108
7.72167	151.454	9.121	89.7103
7.72333	151.469	9.121	89.7097
7.72500	151.485	9.121	89.7090
7.72667	151.501	9.121	89.7084
7.72833	151.517	9.121	89.7080
7.73000	151.533	9.121	89.7075
7.73167	151.549	9.121	89.7069
7.73333	151.565	9.121	89.7064
7.73500	151.581	9.121	89.7058
7.73667	151.597	9.121	89.7052
7.73833	151.614	9.121	89.7047
7.74000	151.630	9.121	89.7042
7.74167	151.647	9.121	89.7037
7.74333	151.663	9.121	89.7032
7.74500	151.680	9.121	89.7026
7.74667	151.697	9.121	89.7020
7.74833	151.713	9.121	89.7015
7.75000	151.730	9.120	89.7010
7.75167	151.747	9.120	89.7004
7.75333	151.764	9.120	89.6998
7.75500	151.781	9.120	89.6993
7.75667	151.798	9.120	89.6988
7.75833	151.815	9.120	89.6982
7.76000	151.833	9.120	89.6977
7.76167	151.850	9.120	89.6971
7.76333	151.867	9.120	89.6965
7.76500	151.885	9.120	89.6959
7.76667	151.902	9.120	89.6954
7.76833	151.920	9.120	89.6949
7.77000	151.937	9.120	89.6943
7.77167	151.955	9.120	89.6938
7.77333	151.973	9.120	89.6932
7.77500	151.991	9.120	89.6926
7.77667	152.009	9.120	89.6920
7.77833	152.027	9.119	89.6915
7.78000	152.045	9.119	89.6910
7.78167	152.063	9.119	89.6905
7.78333	152.081	9.119	89.6899
7.78500	152.099	9.119	89.6893
7.78667	152.118	9.119	89.6887
7.78833	152.136	9.119	89.6882
7.79000	152.155	9.119	89.6876
7.79167	152.173	9.119	89.6871
7.79333	152.192	9.119	89.6866
7.79500	152.211	9.119	89.6860
7.79667	152.229	9.119	89.6854
7.79833	152.248	9.119	89.6848
7.80000	152.267	9.119	89.6842
7.80167	152.286	9.119	89.6837
7.80333	152.305	9.119	89.6832
7.80500	152.324	9.119	89.6827
7.80667	152.343	9.119	89.6821
7.80833	152.363	9.118	89.6815
7.81000	152.382	9.118	89.6809
7.81167	152.401	9.118	89.6803
7.81333	152.421	9.118	89.6797
7.81500	152.440	9.118	89.6792
7.81667	152.460	9.118	89.6787
7.81833	152.479	9.118	89.6782
7.82000	152.499	9.118	89.6776
7.82167	152.519	9.118	89.6769
7.82333	152.539	9.118	89.6763
7.82500	152.558	9.118	89.6758
7.82667	152.578	9.118	89.6753
7.82833	152.598	9.118	89.6748
7.83000	152.619	9.118	89.6742
7.83167	152.639	9.118	89.6736
7.83333	152.659	9.118	89.6730
7.83500	152.679	9.118	89.6724
7.83667	152.700	9.117	89.6718
7.83833	152.720	9.117	89.6713
7.84000	152.740	9.117	89.6707
7.84167	152.761	9.117	89.6701
7.84333	152.782	9.117	89.6695
7.84500	152.802	9.117	89.6690
7.84667	152.823	9.117	89.6684
7.84833	152.844	9.117	89.6678
7.85000	152.865	9.117	89.6672
7.85167	152.886	9.117	89.6666
7.85333	152.906	9.117	89.6660
7.85500	152.928	9.117	89.6655
7.85667	152.949	9.117	89.6649
7.85833	152.970	9.117	89.6643
7.86000	152.991	9.117	89.6637
7.86167	153.012	9.117	89.6630
7.86333	153.034	9.117	89.6625
7.86500	153.055	9.116	89.6619
7.86667	153.076	9.116	89.6614
7.86833	153.098	9.116	89.6608
7.87000	153.120	9.116	89.6602
7.87167	153.141	9.116	89.6595
7.87333	153.163	9.116	89.6589
7.87500	153.185	9.116	89.6584
7.87667	153.206	9.116	89.6579
7.87833	153.228	9.116	89.6574
7.88000	153.250	9.116	89.6568
7.88167	153.272	9.116	89.6561
7.88333	153.294	9.116	89.6554
7.88500	153.316	9.116	89.6548
7.88667	153.339	9.116	89.6543
7.88833	153.361	9.116	89.6537
7.89000	153.383	9.116	89.6532
7.89167	153.405	9.116	89.6525
7.89333	153.428	9.115	89.6519
7.89500	153.450	9.115	89.6512
7.89667	153.473	9.115	89.6506
7.89833	153.495	9.115	89.6501
7.90000	153.518	9.115	89.6495
7.90167	153.541	9.115	89.6489
7.90333	153.563	9.115	89.6483
7.90500	153.586	9.115	89.6476
7.90667	153.609	9.115	89.6470
7.90833	153.632	9.115	89.6464
7.91000	153.655	9.115	89.6458
7.91167	153.678	9.115	89.6452
7.91333	153.701	9.115	89.6446
7.91500	153.724	9.115	89.6440
7.91667	153.747	9.115	89.6434
7.91833	153.770	9.115	89.6428
7.92000	153.793	9.114	89.6422
7.92167	153.817	9.114	89.6415
7.92333	153.840	9.114	89.6409
7.92500	153.863	9.114	89.6403
7.92667	153.887	9.114	89.6397
7.92833	153.910	9.114	89.6391
7.93000	153.934	9.114	89.6385
7.93167	153.957	9.114	89.6378
7.93333	153.981	9.114	89.6372
7.93500	154.005	9.114	89.6366
