Filename	GA Vikul 20Cmin
Instrument name	0550-0170 (192.168.1.100)
Operator	Shri Ram
rundate	9/15/2023
Sample name	GA Vikul 20C/min
proceduresegments	Select Gas: Gas 1 ; Equilibrate 30.00 °C; Ramp 20 °C/min to 150.00 °C; Isothermal 1.0 min; Ramp 20 °C/min to 850.00 °C
[step]
Ramp 20 °C/min to 150.00 °C
Time	Temperature	Weight	Weight
min	°C	mg	%
0.00000	35.381	10.23	99.4480
1.66667e-3	35.401	10.23	99.4469
3.33333e-3	35.421	10.23	99.4461
5.00000e-3	35.441	10.23	99.4453
6.66667e-3	35.461	10.23	99.4425
8.33333e-3	35.480	10.23	99.4369
0.0100000	35.500	10.23	99.4319
0.0116667	35.520	10.23	99.4305
0.0133333	35.540	10.23	99.4294
0.0150000	35.559	10.23	99.4289
0.0166667	35.579	10.23	99.4279
0.0183333	35.598	10.23	99.4264
0.0200000	35.618	10.23	99.4218
0.0216667	35.637	10.23	99.4153
0.0233333	35.657	10.23	99.4113
0.0250000	35.676	10.23	99.4104
0.0266667	35.695	10.23	99.4095
0.0283333	35.714	10.23	99.4088
0.0300000	35.733	10.23	99.4080
0.0316667	35.752	10.23	99.4049
0.0333333	35.771	10.23	99.3991
0.0350000	35.790	10.23	99.3948
0.0366667	35.809	10.23	99.3936
0.0383333	35.828	10.23	99.3927
0.0400000	35.847	10.23	99.3922
0.0416667	35.866	10.23	99.3911
0.0433333	35.884	10.23	99.3893
0.0450000	35.903	10.23	99.3842
0.0466667	35.921	10.23	99.3787
0.0483333	35.940	10.23	99.3765
0.0500000	35.958	10.23	99.3748
0.0516667	35.977	10.23	99.3742
0.0533333	35.995	10.23	99.3737
0.0550000	36.013	10.23	99.3726
0.0566667	36.032	10.23	99.3681
0.0583333	36.050	10.23	99.3617
0.0600000	36.068	10.23	99.3582
0.0616667	36.086	10.23	99.3574
0.0633333	36.104	10.23	99.3568
0.0650000	36.122	10.23	99.3563
0.0666667	36.140	10.23	99.3555
0.0683333	36.158	10.22	99.3523
0.0700000	36.176	10.22	99.3459
0.0716667	36.193	10.22	99.3411
0.0733333	36.211	10.22	99.3397
0.0750000	36.229	10.22	99.3388
0.0766667	36.246	10.22	99.3382
0.0783333	36.264	10.22	99.3376
0.0800000	36.281	10.22	99.3354
0.0816667	36.299	10.22	99.3299
0.0833333	36.316	10.22	99.3243
0.0850000	36.334	10.22	99.3220
0.0866667	36.351	10.22	99.3213
0.0883333	36.368	10.22	99.3208
0.0900000	36.385	10.22	99.3197
0.0916667	36.402	10.22	99.3184
0.0933333	36.419	10.22	99.3142
0.0950000	36.436	10.22	99.3086
0.0966667	36.453	10.22	99.3048
0.0983333	36.470	10.22	99.3037
0.100000	36.487	10.22	99.3027
0.101667	36.504	10.22	99.3020
0.103333	36.521	10.22	99.3013
0.105000	36.538	10.22	99.2984
0.106667	36.554	10.22	99.2929
0.108333	36.571	10.22	99.2879
0.110000	36.587	10.22	99.2858
0.111667	36.604	10.22	99.2851
0.113333	36.620	10.22	99.2845
0.115000	36.637	10.22	99.2829
0.116667	36.653	10.22	99.2812
0.118333	36.670	10.22	99.2762
0.120000	36.686	10.22	99.2704
0.121667	36.702	10.22	99.2674
0.123333	36.718	10.22	99.2667
0.125000	36.734	10.22	99.2659
0.126667	36.750	10.22	99.2649
0.128333	36.766	10.22	99.2639
0.130000	36.782	10.22	99.2600
0.131667	36.798	10.21	99.2541
0.133333	36.814	10.21	99.2496
0.135000	36.830	10.21	99.2461
0.136667	36.846	10.21	99.2448
0.138333	36.862	10.21	99.2443
0.140000	36.877	10.21	99.2436
0.141667	36.893	10.21	99.2365
0.143333	36.909	10.21	99.2303
0.145000	36.924	10.21	99.2260
0.146667	36.940	10.21	99.2225
0.148333	36.955	10.21	99.2218
0.150000	36.970	10.21	99.2214
0.151667	36.986	10.21	99.2209
0.153333	37.001	10.21	99.2188
0.155000	37.017	10.21	99.2135
0.156667	37.032	10.21	99.2081
0.158333	37.047	10.21	99.2052
0.160000	37.062	10.21	99.2044
0.161667	37.077	10.21	99.2036
0.163333	37.092	10.21	99.2026
0.165000	37.108	10.21	99.2017
0.166667	37.123	10.21	99.1987
0.168333	37.138	10.21	99.1936
0.170000	37.152	10.21	99.1901
0.171667	37.167	10.21	99.1890
0.173333	37.182	10.21	99.1883
0.175000	37.197	10.21	99.1876
