Filename	Rice Straw 30C
Instrument name	0550-0170 (192.168.1.100)
Operator	tariq
rundate	9/24/2023
Sample name	Rice Straw 30C
proceduresegments	Select Gas: Gas 1 ; Ramp 20 °C/min to 150.00 °C; Isothermal 1.0 min; Ramp 30 °C/min to 900.00 °C
[step]
Ramp 30 °C/min to 900.00 °C
Time	Temperature	Weight	Weight
min	°C	mg	%
7.27667	149.229	9.294	89.7533
7.27833	149.239	9.294	89.7526
7.28000	149.249	9.294	89.7518
7.28167	149.259	9.294	89.7511
7.28333	149.269	9.294	89.7504
7.28500	149.279	9.294	89.7496
7.28667	149.289	9.294	89.7489
7.28833	149.299	9.294	89.7482
7.29000	149.308	9.293	89.7475
7.29167	149.318	9.293	89.7467
7.29333	149.328	9.293	89.7460
7.29500	149.338	9.293	89.7453
7.29667	149.348	9.293	89.7446
7.29833	149.357	9.293	89.7438
7.30000	149.367	9.293	89.7431
7.30167	149.377	9.293	89.7424
7.30333	149.387	9.293	89.7417
7.30500	149.396	9.293	89.7409
7.30667	149.406	9.293	89.7402
7.30833	149.416	9.293	89.7395
7.31000	149.425	9.293	89.7388
7.31167	149.435	9.292	89.7381
7.31333	149.445	9.292	89.7374
7.31500	149.454	9.292	89.7366
7.31667	149.464	9.292	89.7359
7.31833	149.473	9.292	89.7352
7.32000	149.483	9.292	89.7345
7.32167	149.493	9.292	89.7338
7.32333	149.502	9.292	89.7331
7.32500	149.512	9.292	89.7324
7.32667	149.521	9.292	89.7316
7.32833	149.531	9.292	89.7309
7.33000	149.541	9.292	89.7302
7.33167	149.550	9.292	89.7295
7.33333	149.560	9.292	89.7288
7.33500	149.569	9.291	89.7281
7.33667	149.579	9.291	89.7274
7.33833	149.589	9.291	89.7267
7.34000	149.598	9.291	89.7260
7.34167	149.608	9.291	89.7253
7.34333	149.617	9.291	89.7246
7.34500	149.627	9.291	89.7239
7.34667	149.637	9.291	89.7232
7.34833	149.646	9.291	89.7225
7.35000	149.656	9.291	89.7219
7.35167	149.666	9.291	89.7212
7.35333	149.676	9.291	89.7205
7.35500	149.685	9.291	89.7198
7.35667	149.695	9.291	89.7191
7.35833	149.705	9.290	89.7184
7.36000	149.715	9.290	89.7177
7.36167	149.725	9.290	89.7171
7.36333	149.734	9.290	89.7164
7.36500	149.744	9.290	89.7157
7.36667	149.754	9.290	89.7150
7.36833	149.764	9.290	89.7143
7.37000	149.774	9.290	89.7137
