Filename	chinese fir rate 5(1)
Instrument name	0550-0170 (192.168.1.100)
Operator	yogesh
rundate	6/6/2019
Sample name	chinese fir
proceduresegments	Select Gas: Gas 1 ; Equilibrate 25.00 °C; Ramp 20 °C/min to 150.00 °C; Ramp 5 °C/min to 600.00 °C; Isothermal 5.0 min
[step]
Ramp 20 °C/min to 150.00 °C
Time	Temperature	Weight	Weight
min	°C	mg	%
0.00000	25.825	9.101	100.010
1.66667e-3	25.825	9.101	100.010
3.33333e-3	25.825	9.101	100.010
5.00000e-3	25.825	9.101	100.010
6.66667e-3	25.825	9.101	100.010
8.33333e-3	25.825	9.101	100.010
0.0100000	25.825	9.101	100.010
0.0116667	25.825	9.101	100.010
0.0133333	25.825	9.101	100.010
0.0150000	25.825	9.101	100.010
0.0166667	25.825	9.101	100.010
0.0183333	25.825	9.101	100.010
0.0200000	25.825	9.101	100.010
0.0216667	25.825	9.101	100.010
0.0233333	25.825	9.101	100.010
0.0250000	25.825	9.101	100.010
0.0266667	25.825	9.101	100.010
0.0283333	25.825	9.101	100.010
0.0300000	25.825	9.101	100.010
0.0316667	25.825	9.101	100.010
0.0333333	25.825	9.101	100.010
0.0350000	25.825	9.101	100.010
0.0366667	25.825	9.101	100.010
0.0383333	25.825	9.101	100.010
0.0400000	25.825	9.101	100.010
0.0416667	25.825	9.101	100.010
0.0433333	25.825	9.101	100.010
0.0450000	25.825	9.101	100.010
0.0466667	25.825	9.101	100.010
0.0483333	25.825	9.101	100.010
0.0500000	25.825	9.101	100.010
0.0516667	25.825	9.101	100.010
0.0533333	25.825	9.101	100.010
0.0550000	25.826	9.101	100.010
0.0566667	25.826	9.101	100.010
0.0583333	25.826	9.101	100.010
0.0600000	25.826	9.101	100.010
0.0616667	25.826	9.101	100.010
0.0633333	25.826	9.101	100.010
0.0650000	25.826	9.101	100.010
0.0666667	25.826	9.101	100.010
0.0683333	25.827	9.101	100.010
0.0700000	25.827	9.101	100.010
0.0716667	25.827	9.101	100.010
0.0733333	25.827	9.101	100.010
0.0750000	25.827	9.101	100.010
0.0766667	25.828	9.101	100.010
0.0783333	25.828	9.101	100.010
0.0800000	25.828	9.101	100.010
0.0816667	25.828	9.101	100.010
0.0833333	25.828	9.101	100.010
0.0850000	25.829	9.101	100.010
0.0866667	25.829	9.101	100.010
0.0883333	25.829	9.101	100.010
0.0900000	25.830	9.101	100.010
0.0916667	25.830	9.101	100.010
0.0933333	25.830	9.101	100.010
0.0950000	25.831	9.101	100.010
0.0966667	25.831	9.101	100.010
0.0983333	25.831	9.101	100.010
0.100000	25.832	9.101	100.010
